471,53,55,'2 - 0,18587,Antonio Matéu Lahoz
472,53,59,'2 - 1,18745,Alejandro Muñíz
473,53,57,'0 - 2,18255,Isidro Díaz de Mera
474,53,46,'1 - 2,20260,Miguel Ángel Ortiz Arias
475,53,48,'1 - 0,17832,Mario Melero
476,53,52,'2 - 0,19429,Guillermo Cuadra
477,53,41,'1 - 2,21603,Jesús Gil
478,53,56,'1 - 0,19887,César Soto
479,53,43,'0 - 1,20902,Alberola Rojas
480,56,44,'1 - 2,15579,Pablo González
481,56,60,'1 - 1,13390,Isidro Díaz de Mera
482,56,58,'1 - 0,12687,Juan Martínez
483,56,41,'0 - 1,18103,Jesús Gil
484,56,47,'0 - 1,15300,Javier Villanueva
485,56,48,'1 - 1,13982,Isidro Díaz de Mera
486,56,43,'1 - 0,14475,Mario Melero
487,56,52,'1 - 0,14129,Valentín Pizarro
488,56,51,'1 - 0,12253,Juan Pulido
489,56,42,'1 - 0,18258,Alejandro Hernández
490,60,57,'3 - 1,10460,Alejandro Muñíz
491,60,51,'0 - 1,11329,Carlos del Cerro
492,60,52,'2 - 1,10053,César Soto
493,60,49,'3 - 5,12217,Mario Melero
494,60,55,'1 - 1,9927,Ricardo de Burgos
495,60,53,'1 - 1,10032,Juan Pulido
496,60,45,'2 - 1,11420,Valentín Pizarro
497,60,59,'2 - 2,11451,Jorge Figueroa
498,60,47,'2 - 1,12035,Valentín Pizarro
499,60,41,'0 - 1,13402,Alejandro Muñíz
500,60,46,'1 - 0,10732,Javier Villanueva
501,51,48,'2 - 2,13859,Miguel Ángel Ortiz Arias
502,51,42,'1 - 4,15681,Jesús Gil
503,51,55,'3 - 0,14510,Juan Pulido
504,51,44,'1 - 0,14344,César Soto
505,51,49,'1 - 2,13101,Guillermo Cuadra
506,51,57,'1 - 1,9774,Pablo González
507,51,53,'1 - 2,14209,Jorge Figueroa
508,51,47,'1 - 1,13653,Ricardo de Burgos
509,51,54,'1 - 1,13931,Alberola Rojas
510,51,45,'1 - 0,14754,Isidro Díaz de Mera
511,52,54,'0 - 3,17543,Mario Melero
512,52,58,'1 - 0,20260,Pablo González
513,52,55,'0 - 1,20295,José Sánchez
514,52,44,'0 - 0,22561,Carlos del Cerro
515,52,51,'4 - 1,16547,Valentín Pizarro
516,52,49,'1 - 0,21175,Jorge Figueroa
517,52,50,'2 - 1,20176,Ricardo de Burgos
518,52,42,'0 - 2,25950,José Luis Munuera
519,52,59,'0 - 1,19969,Mario Melero
520,52,46,'1 - 0,19675,Jorge Figueroa
521,58,42,'1 - 2,14386,Juan Martínez
522,58,47,'2 - 1,13788,Jesús Gil
523,58,53,'0 - 1,12397,Javier Villanueva
524,58,59,'3 - 1,10783,Pablo González
525,58,60,'3 - 2,11194,Guillermo Cuadra
526,58,51,'3 - 1,11080,Carlos del Cerro
527,58,57,'1 - 0,11454,Alejandro Muñíz
528,58,49,'0 - 2,12020,Alberola Rojas
529,58,43,'1 - 1,14128,José Sánchez
530,58,48,'3 - 1,11629,Javier Villanueva
531,48,59,'0 - 2,16071,Jorge Figueroa
532,48,42,'1 - 3,25778,Mario Melero
533,48,47,'2 - 3,20135,Guillermo Cuadra
534,48,46,'2 - 2,19766,Valentín Pizarro
535,48,52,'1 - 0,17770,Antonio Matéu Lahoz
536,48,50,'2 - 2,17560,José Luis Munuera
537,48,54,'0 - 1,17400,Javier Villanueva
538,48,60,'2 - 2,21429,Carlos del Cerro
539,48,44,'1 - 0,20811,Pablo González
540,48,53,'1 - 1,22438,Jesús Gil
541,47,52,'1 - 1,33991,Juan Pulido
